Seq_id	Size	Description
250	+	4258762	4260707	1945
250	+	4283601	4285546	1945
282	+	39274	41219	1945
282	+	245730	247675	1945
282	+	401052	402997	1945
282	+	612971	614916	1945
282	+	856935	858880	1945
282	+	906176	908121	1945
282	-	1147877	1145932	1945
282	+	1232287	1234232	1945
282	+	1620420	1622365	1945
282	+	1928877	1930822	1945
282	-	1976630	1974685	1945
282	-	2137407	2135462	1945
282	-	2366186	2364241	1945
282	+	2450202	2452147	1945
282	-	2694626	2692681	1945
282	+	2968869	2970814	1945
282	-	3050883	3048938	1945
282	-	3142378	3140433	1945
282	+	3275091	3277036	1945
282	+	3574425	3576370	1945
282	-	3627206	3625261	1945
282	-	3838860	3836915	1945
282	+	4211968	4213913	1945
282	+	4236794	4238739	1945
--------------------------------------------------------------------------------
Block #212
Seq_id	Strand	Start	End	Length
164	+	48761	58161	9400
169	-	3773967	3764586	9381
174	+	3656728	3666109	9381
193	-	3738728	3729347	9381
250	-	899806	890426	9380
282	-	1145892	1136511	9381
--------------------------------------------------------------------------------
Block #213
Seq_id	Strand	Start	End	Length
164	+	60210	62057	1847
169	-	3759126	3757279	1847
174	+	3671578	3673425	1847
193	-	3723176	3721329	1847
250	-	884967	883120	1847
282	-	1131052	1129205	1847
--------------------------------------------------------------------------------
Block #214
Seq_id	Strand	Start	End	Length
165	+	179	1111	932
169	-	3694247	3693315	932
169	-	3699241	3698418	823
174	-	3562073	3561141	932
174	-	3567067	3566244	823
193	+	346996	347819	823
193	+	351990	352922	932
250	+	989686	990618	932
250	+	1741176	1741999	823
282	-	1066169	1065237	932
282	-	1071163	1070340	823
--------------------------------------------------------------------------------
Block #215
Seq_id	Strand	Start	End	Length
167	+	0	3250	3250
169	-	2017708	2014458	3250
174	+	2216376	2219626	3250
193	+	2080010	2083260	3250
250	+	2605760	2609010	3250
282	-	1902392	1899142	3250
--------------------------------------------------------------------------------
Block #216
Seq_id	Strand	Start	End	Length
168	+	10	19851	19841
169	-	1844021	1824179	19842
174	+	2389932	2409773	19841
193	+	2255198	2275039	19841
250	+	2884775	2904616	19841
282	+	2828148	2847989	19841
--------------------------------------------------------------------------------
Block #217
Seq_id	Strand	Start	End	Length
168	+	19856	20566	710
169	-	1824174	1823515	659
169	-	4316271	4315612	659
174	+	2409778	2410437	659
174	+	4128306	4128965	659
193	+	2275044	2275703	659
193	+	4253291	4253950	659
250	-	2847687	2847028	659
250	+	2904621	2905280	659
282	+	2847994	2848653	659
282	+	4452811	4453470	659
--------------------------------------------------------------------------------
Block #218
Seq_id	Strand	Start	End	Length
168	+	20829	23390	2561
169	-	1823260	1820699	2561
174	+	2410692	2413253	2561
193	+	2275958	2278519	2561
250	+	2905535	2908096	2561
282	+	2848908	2851469	2561
--------------------------------------------------------------------------------
Block #219
Seq_id	Strand	Start	End	Length
168	+	23390	24146	756
169	+	1819152	1819908	756
174	+	2413253	2414009	756
193	+	2278519	2279275	756
250	+	2908096	2908852	756
282	+	2851469	2852225	756
--------------------------------------------------------------------------------
Block #220
Seq_id	Strand	Start	End	Length
169	+	17752	54346	36594
174	+	18001	54778	36777
193	+	19963	56741	36778
250	-	4221453	4184675	36778
282	-	4174661	4137913	36748
319	+	0	36788	36788
--------------------------------------------------------------------------------
Block #221
Seq_id	Strand	Start	End	Length
169	+	56585	60163	3578
174	+	4308993	4312580	3587
193	+	3854357	3857944	3587
228	+	12167	15754	3587
250	-	104802	101215	3587
282	-	103863	100276	3587
--------------------------------------------------------------------------------
Block #222
Seq_id	Strand	Start	End	Length
169	+	61110	70908	9798
174	+	4313527	4323325	9798
193	+	3858891	3868689	9798
194	+	664	10462	9798
250	-	100268	90470	9798
282	-	100269	90471	9798
--------------------------------------------------------------------------------
Block #223
Seq_id	Strand	Start	End	Length
169	+	70908	71842	934
169	-	1625805	1624865	940
174	-	1555728	1554788	940
174	+	4323325	4324259	934
193	+	2473869	2474809	940
193	+	3868689	3869623	934
194	+	10462	11428	966
250	-	90470	89536	934
250	+	3423243	3424183	940
282	-	90471	89537	934
282	+	3368839	3369779	940
--------------------------------------------------------------------------------
Block #224
Seq_id	Strand	Start	End	Length
169	+	71845	120138	48293
174	+	4324262	4372555	48293
193	+	3869626	3917919	48293
194	+	11433	59726	48293
250	-	89533	41240	48293
282	-	89534	41241	48293
--------------------------------------------------------------------------------
Block #225
Seq_id	Strand	Start	End	Length
169	+	148885	149552	667
169	+	151014	151687	673
169	+	903137	903804	667
174	+	832090	832757	667
174	+	3935688	3936355	667
174	+	3937817	3938490	673
182	+	9326	10060	734
193	-	3207867	3207200	667
193	-	4187315	4186642	673
193	-	4189444	4188777	667
250	-	3826026	3825359	667
250	-	4104217	4103544	673
250	-	4106346	4105679	667
282	-	3775419	3774752	667
282	+	3979121	3979788	667
282	+	3981250	3981923	673
--------------------------------------------------------------------------------
Block #226
Seq_id	Strand	Start	End	Length
169	+	151687	157570	5883
174	+	3938490	3944373	5883
193	-	4186642	4180759	5883
250	-	4103544	4097661	5883
255	+	0	5883	5883
282	+	3981923	3987806	5883
--------------------------------------------------------------------------------
Block #227
Seq_id	Strand	Start	End	Length
169	+	158323	168323	10000
174	+	3945126	3955126	10000
193	-	4180006	4170006	10000
196	+	517	10517	10000
250	-	4096908	4086908	10000
282	+	3988559	3998559	10000
--------------------------------------------------------------------------------
Block #228
Seq_id	Strand	Start	End	Length
169	+	168523	198927	30404
174	+	3955326	3985738	30412
193	-	4169806	4139413	30393
196	+	10717	41121	30404
250	-	4086708	4056305	30403
282	-	4134758	4104363	30395
--------------------------------------------------------------------------------
Block #229
Seq_id	Strand	Start	End	Length
169	+	198967	200947	1980
169	+	201823	203803	1980
169	-	2225382	2223327	2055
174	+	2003760	2005815	2055
174	-	2074604	2072552	2052
174	+	3985778	3987758	1980
174	+	3988643	3990623	1980
193	+	1862538	1864593	2055
193	-	1937316	1935264	2052
193	-	4136517	4134537	1980
193	-	4139373	4137393	1980
196	+	41234	43373	2139
250	+	1950244	1952296	2052
250	-	2023803	2021748	2055
250	-	4053409	4051429	1980
250	-	4056265	4054285	1980
282	+	2600656	2602711	2055
282	-	2676151	2674099	2052
282	-	4101467	4099487	1980
282	-	4104323	4102343	1980
--------------------------------------------------------------------------------
Block #230
Seq_id	Strand	Start	End	Length
169	+	275625	276609	984
169	+	284443	285427	984
169	-	3813587	3812603	984
174	+	3617106	3618090	984
174	+	4062445	4063429	984
174	+	4071264	4072248	984
193	-	3773913	3772929	984
193	-	3805726	3804742	984
193	-	3814545	3813561	984
232	+	0	984	984
250	-	939459	938475	984
250	-	3970788	3969804	984
250	-	3979607	3978623	984
282	+	823693	824677	984
282	-	4018861	4017877	984
282	-	4027680	4026696	984
--------------------------------------------------------------------------------
Block #231
Seq_id	Strand	Start	End	Length
169	+	277186	278059	873
174	+	4064007	4064880	873
193	-	3812983	3812110	873
250	-	3978045	3977172	873
282	-	4026118	4025245	873
294	+	0	873	873
--------------------------------------------------------------------------------
Block #232
Seq_id	Strand	Start	End	Length
169	+	286185	294094	7909
174	+	4073006	4080916	7910
193	-	3803984	3796074	7910
232	+	1565	9475	7910
250	-	3969046	3961136	7910
282	-	4017119	4009209	7910
--------------------------------------------------------------------------------
Block #233
Seq_id	Strand	Start	End	Length
169	+	295161	295882	721
169	-	1022499	1021778	721
169	-	1704180	1703459	721
169	+	2983172	2983890	718
169	+	3113106	3113827	721
169	+	3706425	3707146	721
169	+	4077467	4078188	721
174	-	460338	459617	721
174	-	951476	950755	721
174	-	1634103	1633382	721
174	+	2819233	2819954	721
174	+	2949124	2949845	721
174	+	3574301	3575022	721
174	+	4081983	4082704	721
193	-	339822	339101	721
193	-	746420	745699	721
193	-	878326	877605	721
193	+	2395948	2396669	721
193	+	3087517	3088238	721
193	-	3795007	3794286	721
193	+	4022016	4022737	721
250	-	594629	593908	721
250	-	982483	981762	721
250	-	1606011	1605290	721
250	-	1734002	1733281	721
250	+	3344897	3345618	721
250	+	3706490	3707211	721
250	-	3960069	3959348	721
265	-	42468	41691	777
282	-	541135	540414	721
282	+	1078318	1079039	721
282	-	1536583	1535862	721
282	-	1664462	1663741	721
282	+	3290528	3291249	721
282	+	3656063	3656784	721
282	-	4008142	4007421	721
--------------------------------------------------------------------------------
Block #234
Seq_id	Strand	Start	End	Length
169	+	302609	303507	898
169	-	327887	326988	899
169	+	776777	777675	898
169	+	3735851	3736749	898
169	-	3826971	3826073	898
169	-	4351343	4350445	898
169	+	4511120	4512018	898
169	+	4557781	4558679	898
174	-	55949	55051	898
174	+	705133	706031	898
174	+	3603723	3604621	898
174	-	3694881	3693983	898
174	+	4089431	4090329	898
174	+	4239912	4240810	898
174	+	4286581	4287479	898
174	+	4492025	4492923	898
193	-	57912	57014	898
193	-	310396	309498	898
193	-	1154002	1153104	898
193	-	3334437	3333539	898
193	-	3382867	3381969	898
193	+	3697914	3700771	2857
193	-	3787559	3786661	898
193	+	4218212	4219110	898
193	+	4659565	4660463	898
221	-	6644	5746	898
250	-	127231	126333	898
250	+	861664	862562	898
250	-	953081	952183	898
250	-	2882776	2881878	898
250	-	3952621	3951723	898
250	+	4183504	4184402	898
250	+	4464192	4465090	898
250	+	4510861	4511759	898
282	-	128263	127365	898
282	+	810071	810969	898
282	+	1107749	1108647	898
282	-	3901988	3901090	898
282	+	4136742	4137640	898
282	+	4417800	4418698	898
282	+	4564333	4565231	898
282	+	4611003	4611901	898
--------------------------------------------------------------------------------
Block #235
Seq_id	Strand	Start	End	Length
169	+	305468	306049	581
174	-	4308993	4308426	567
193	-	3854357	3853790	567
228	-	12167	11600	567
250	+	104802	105376	574
282	+	103863	104430	567
--------------------------------------------------------------------------------
Block #236
Seq_id	Strand	Start	End	Length
169	+	366022	366730	708
169	+	3576851	3577571	720
174	+	94085	94793	708
174	+	3444674	3445394	720
193	+	146321	147029	708
193	-	473993	473273	720
250	-	1107078	1106358	720
250	-	4426054	4425346	708
280	-	24192	23344	848
282	+	946822	947542	720
282	-	4379665	4378957	708
--------------------------------------------------------------------------------
Block #237
Seq_id	Strand	Start	End	Length
169	+	395324	400688	5364
174	+	123346	128710	5364
193	+	175082	180446	5364
250	-	4397293	4391930	5363
282	-	4350363	4345000	5363
305	+	0	5380	5380
--------------------------------------------------------------------------------
Block #238
Seq_id	Strand	Start	End	Length
169	+	400688	401348	660
174	+	128710	129370	660
174	+	3163047	3163701	654
174	+	3168574	3169228	654
193	+	180446	181106	660
193	-	1021474	1020820	654
193	-	1250257	1249603	654
250	-	1386510	1385856	654
250	-	4391930	4391270	660
282	-	4345000	4344340	660
305	+	5380	6170	790
--------------------------------------------------------------------------------
Block #239
Seq_id	Strand	Start	End	Length
169	+	401608	418379	16771
174	+	129630	146401	16771
193	+	181366	198137	16771
250	-	4391010	4374239	16771
282	-	4344080	4327309	16771
305	+	6461	23232	16771
--------------------------------------------------------------------------------
Block #240
Seq_id	Strand	Start	End	Length
169	+	418426	419415	989
169	-	853754	852771	983
169	-	2828673	2827690	983
174	+	146448	147437	989
174	-	782690	781707	983
174	-	2663976	2662993	983
193	+	198184	199173	989
193	+	1267201	1268184	983
193	+	3257250	3258233	983
250	-	2522072	2521089	983
250	+	3875410	3876393	983
250	-	4374192	4373203	989
282	+	1986065	1987048	983
282	+	3824801	3825784	983
282	-	4327262	4326273	989
305	+	23303	24344	1041
--------------------------------------------------------------------------------
Block #241
Seq_id	Strand	Start	End	Length
169	+	419453	432081	12628
174	+	147475	160103	12628
193	+	199211	213798	14587
250	-	4373165	4360537	12628
282	-	4326235	4313607	12628
305	+	24383	37011	12628
--------------------------------------------------------------------------------
Block #242
Seq_id	Strand	Start	End	Length
169	+	432084	432609	525
169	-	3607642	3607102	540
174	+	160106	160631	525
174	-	3475465	3474925	540
193	+	213801	214326	525
193	+	441241	441781	540
250	+	1076287	1076827	540
250	-	4360534	4360009	525
251	+	20388	21037	649
282	-	977610	977070	540
282	-	4313604	4313079	525
--------------------------------------------------------------------------------
Block #243
Seq_id	Strand	Start	End	Length
169	+	432649	435124	2475
174	+	160671	163146	2475
191	+	0	2475	2475
193	+	214366	216841	2475
250	-	4359969	4357494	2475
282	-	4313039	4310564	2475
--------------------------------------------------------------------------------
Block #244
Seq_id	Strand	Start	End	Length
169	+	435398	485857	50459
174	+	163420	213839	50419
193	+	217115	269647	52532
235	+	0	50454	50454
250	-	4357220	4306663	50557
282	-	4310290	4259856	50434
--------------------------------------------------------------------------------
Block #245
Seq_id	Strand	Start	End	Length
169	+	485948	487014	1066
169	-	2081561	2080470	1091
174	+	213930	214996	1066
174	+	2152473	2153564	1091
193	+	269738	270804	1066
193	+	2016038	2017129	1091
235	+	50563	51830	1267
250	+	2541881	2542972	1091
250	-	4306572	4305506	1066
282	-	1966256	1965165	1091
282	-	4259765	4258699	1066
--------------------------------------------------------------------------------
Block #246
Seq_id	Strand	Start	End	Length
169	+	487024	504720	17696
174	+	215006	232702	17696
193	+	270814	288509	17695
235	+	51982	69677	17695
250	-	4305496	4287801	17695
282	-	4258689	4240994	17695
--------------------------------------------------------------------------------
Block #247
Seq_id	Strand	Start	End	Length
169	+	519448	521869	2421
174	+	247430	249851	2421
193	-	3837153	3834732	2421
203	+	0	2421	2421
250	-	4273073	4270652	2421
282	-	4226266	4223845	2421
--------------------------------------------------------------------------------
Block #248
Seq_id	Strand	Start	End	Length
169	+	533765	534736	971
174	+	261748	262719	971
193	-	4069041	4068070	971
250	-	4258743	4257772	971
272	+	0	971	971
282	-	4211949	4210978	971
--------------------------------------------------------------------------------
Block #249
Seq_id	Strand	Start	End	Length
169	+	534742	535923	1181
169	+	4439566	4440746	1180
174	+	262725	263907	1182
174	-	4401790	4400610	1180
189	+	43031	44212	1181
193	-	3609695	3608514	1181
193	-	4068064	4066883	1181
250	+	215471	216652	1181
250	-	4257766	4256585	1181
282	+	218462	219643	1181
282	-	4210972	4209791	1181
--------------------------------------------------------------------------------
Block #250
Seq_id	Strand	Start	End	Length
169	+	535923	548433	12510
174	+	263907	276417	12510
175	+	0	12510	12510
193	-	4066883	4054373	12510
250	-	4256585	4244075	12510
282	-	4209791	4197281	12510
--------------------------------------------------------------------------------
Block #251
Seq_id	Strand	Start	End	Length
169	+	549218	551732	2514
174	+	277202	279716	2514
193	-	4053588	4051074	2514
250	-	4243290	4240776	2514
282	-	4196496	4193982	2514
304	+	0	2514	2514
--------------------------------------------------------------------------------
Block #252
Seq_id	Strand	Start	End	Length
169	+	551737	552393	656
169	-	2952194	2951571	623
174	+	279721	280377	656
174	-	2788256	2787633	623
193	+	909303	909926	623
193	-	4051069	4050413	656
250	+	1769944	1770567	623
250	-	4240771	4240115	656
282	+	1695439	1696062	623
282	-	4193977	4193321	656
304	+	2519	3254	735
--------------------------------------------------------------------------------
Block #253
Seq_id	Strand	Start	End	Length
169	+	552394	560461	8067
174	+	280378	288445	8067
193	-	4050412	4042345	8067
250	-	4240114	4232045	8069
282	-	4193320	4185253	8067
304	+	3259	11326	8067
--------------------------------------------------------------------------------
Block #254
Seq_id	Strand	Start	End	Length
169	+	574543	592363	17820
174	-	3897204	3879382	17822
176	+	0	17822	17822
193	-	4545135	4527313	17822
250	+	244719	262587	17868
282	+	247710	265532	17822
--------------------------------------------------------------------------------
Block #255
Seq_id	Strand	Start	End	Length
169	+	592363	593071	708
169	-	2781050	2780327	723
174	-	2616320	2615597	723
174	-	3879382	3878674	708
177	+	30543	31288	745
193	+	1316772	1317495	723
193	-	4527313	4526605	708
250	+	262587	263295	708
250	-	2474431	2473708	723
282	+	265532	266240	708
282	+	2035665	2036388	723
--------------------------------------------------------------------------------
Block #256
Seq_id	Strand	Start	End	Length
169	+	593071	594794	1723
174	-	3878674	3876950	1724
193	-	4526605	4524882	1723
250	+	263295	265018	1723
282	+	266240	267963	1723
316	+	0	1723	1723
--------------------------------------------------------------------------------
Block #257
Seq_id	Strand	Start	End	Length
169	+	594797	595375	578
169	+	2743817	2744401	584
169	-	3844286	3843705	581
174	+	687800	688381	581
174	+	2578944	2579528	584
174	-	3876947	3876369	578
184	+	19640	20234	594
193	-	1354128	1353544	584
193	-	3413227	3412646	581
193	-	4524879	4524301	578
250	+	265021	265599	578
250	+	830482	831063	581
250	+	2437054	2437638	584
282	+	267966	268544	578
282	+	778937	779518	581
282	-	2073041	2072457	584
--------------------------------------------------------------------------------
Block #258
Seq_id	Strand	Start	End	Length
169	+	761183	776474	15291
174	-	3710475	3695184	15291
193	-	73482	58215	15267
250	+	4167909	4183201	15292
282	-	3917558	3902291	15267
306	+	31340	46607	15267
--------------------------------------------------------------------------------
Block #259
Seq_id	Strand	Start	End	Length
169	+	787402	790483	3081
169	-	1185570	1182474	3096
169	-	1598185	1595095	3090
174	+	715758	718839	3081
174	-	1113420	1110324	3096
174	-	1528107	1525017	3090
193	+	2503449	2506539	3090
193	+	2923833	2926929	3096
193	-	3323812	3320731	3081
247	+	26679	29847	3168
250	+	3450871	3453961	3090
250	+	3544605	3547701	3096
250	-	3941996	3938915	3081
282	+	3396467	3399557	3090
282	+	3492159	3495255	3096
282	-	3891363	3888282	3081
--------------------------------------------------------------------------------
Block #260
Seq_id	Strand	Start	End	Length
169	+	819089	819768	679
169	-	2238168	2237525	643
174	+	747387	748066	679
174	-	1870556	1869913	643
193	-	1733895	1733252	643
193	-	3292125	3291446	679
250	+	2151570	2152213	643
250	-	3910309	3909630	679
282	-	2461933	2461290	643
282	-	3859676	3858997	679
290	-	9693	8911	782
--------------------------------------------------------------------------------
Block #261
Seq_id	Strand	Start	End	Length
169	+	831649	834971	3322
174	+	759947	763269	3322
193	-	3279269	3275947	3322
227	+	0	3322	3322
250	-	3897452	3894130	3322
282	-	3846819	3843497	3322
--------------------------------------------------------------------------------
Block #262
Seq_id	Strand	Start	End	Length
169	+	853810	861599	7789
174	+	782746	790535	7789
193	-	3257194	3249405	7789
206	+	0	7541	7541
250	-	3875353	3867564	7789
282	-	3824745	3816956	7789
--------------------------------------------------------------------------------
Block #263
Seq_id	Strand	Start	End	Length
169	+	862363	873846	11483
174	+	791299	802782	11483
193	-	3248641	3237158	11483
228	+	0	11483	11483
250	-	3866800	3855317	11483
282	-	3816192	3804709	11483
--------------------------------------------------------------------------------
Block #264
Seq_id	Strand	Start	End	Length
169	+	873956	893532	19576
174	+	802892	822469	19577
193	-	3237048	3217471	19577
250	-	3855207	3835630	19577
261	+	0	19577	19577
282	-	3804599	3785023	19576
--------------------------------------------------------------------------------
Block #265
Seq_id	Strand	Start	End	Length
169	+	893909	902684	8775
174	+	822846	831637	8791
182	+	0	8774	8774
193	-	3217094	3208320	8774
250	-	3835253	3826479	8774
282	-	3784646	3775872	8774
--------------------------------------------------------------------------------
Block #266
Seq_id	Strand	Start	End	Length
169	+	904177	922734	18557
174	+	833130	851721	18591
182	+	10450	29014	18564
193	-	3206827	3188308	18519
250	-	3824986	3806431	18555
282	-	3774379	3755815	18564
--------------------------------------------------------------------------------
Block #267
Seq_id	Strand	Start	End	Length
169	+	923366	924102	736
169	-	4396005	4395274	731
174	+	852353	853087	734
174	+	4445387	4446118	731
182	+	29782	30523	741
193	+	3096736	3097470	734
193	+	3653217	3653948	731
250	-	171910	171179	731
250	-	3805799	3805065	734
282	-	172942	172211	731
282	-	3755183	3754449	734
--------------------------------------------------------------------------------
Block #268
Seq_id	Strand	Start	End	Length
169	+	924142	933608	9466
174	+	853127	862593	9466
182	+	30563	40029	9466
193	+	3097510	3106976	9466
250	-	3805025	3795559	9466
282	-	3754409	3744943	9466
--------------------------------------------------------------------------------
Block #269
Seq_id	Strand	Start	End	Length
169	+	961367	962532	1165
169	-	2882090	2880879	1211
174	+	890344	891509	1165
174	-	2717440	2716229	1211
193	+	979416	980627	1211
193	+	3134736	3135901	1165
250	+	1840049	1841260	1211
250	-	3767799	3766634	1165
254	+	68624	70085	1461
282	+	1767491	1768702	1211
282	-	3717216	3716051	1165
--------------------------------------------------------------------------------
Block #270
Seq_id	Strand	Start	End	Length
169	+	967281	967986	705
169	+	2282060	2282765	705
174	+	896258	896963	705
174	+	1914446	1915151	705
179	+	34258	34967	709
193	+	1777750	1778455	705
193	+	3140650	3141355	705
250	-	2107697	2106992	705
250	-	3761885	3761180	705
282	+	2505799	2506504	705
282	-	3711302	3710597	705
--------------------------------------------------------------------------------
Block #271
Seq_id	Strand	Start	End	Length
169	+	981485	999776	18291
174	+	910462	928752	18290
178	+	0	18319	18319
193	+	3154854	3171502	16648
250	-	3747681	3729213	18468
282	-	3697098	3678786	18312
--------------------------------------------------------------------------------
Block #272
Seq_id	Strand	Start	End	Length
169	+	1000673	1011489	10816
174	+	931609	942425	10816
193	+	3172399	3183215	10816
225	+	0	10858	10858
250	-	3728316	3717500	10816
282	-	3677889	3667073	10816
--------------------------------------------------------------------------------
Block #273
Seq_id	Strand	Start	End	Length
169	+	1011530	1012309	779
169	-	2122143	2121364	779
169	-	3357572	3356793	779
174	+	942466	943245	779
174	+	2110568	2111347	779
174	-	3226621	3225842	779
193	+	693989	694768	779
193	+	1973498	1974277	779
193	+	3183256	3184035	779
250	+	1326450	1327229	779
250	-	1914281	1913502	779
250	-	3717459	3716680	779
278	+	31687	32519	832
282	+	1277253	1278032	779
282	+	2712114	2712893	779
282	-	3667032	3666253	779
--------------------------------------------------------------------------------
Block #274
Seq_id	Strand	Start	End	Length
169	+	1220851	1245093	24242
174	+	1150026	1174977	24951
193	-	2886578	2862336	24242
220	+	121	24363	24242
250	-	3509317	3485075	24242
282	-	3454913	3430671	24242
--------------------------------------------------------------------------------
Block #275
Seq_id	Strand	Start	End	Length
169	+	1272727	1277434	4707
174	+	1202611	1207318	4707
193	-	2834702	2829995	4707
250	+	3252775	3257482	4707
282	-	3128430	3123723	4707
330	+	0	4707	4707
--------------------------------------------------------------------------------
Block #276
Seq_id	Strand	Start	End	Length
169	+	1278033	1278562	529
169	+	1278667	1279204	537
174	+	1207917	1208446	529
174	+	1208551	1209088	537
193	-	2828762	2828225	537
193	-	2829396	2828867	529
250	+	3258081	3258610	529
250	+	3258715	3259253	538
282	-	3122490	3121953	537
282	-	3123124	3122595	529
330	+	5519	6056	537
--------------------------------------------------------------------------------
Block #277
Seq_id	Strand	Start	End	Length
169	+	1279252	1280597	1345
174	+	1209136	1210481	1345
193	-	2828177	2826832	1345
250	+	3259301	3260646	1345
282	-	3121905	3120560	1345
330	+	6177	7522	1345
--------------------------------------------------------------------------------
Block #278
Seq_id	Strand	Start	End	Length
169	+	1280833	1282580	1747
174	+	1210717	1212464	1747
192	+	0	1747	1747
193	-	2826596	2824849	1747
250	+	3260882	3262629	1747
282	-	3120324	3118577	1747
--------------------------------------------------------------------------------
Block #279
Seq_id	Strand	Start	End	Length
169	+	1282619	1317721	35102
174	+	1212503	1247632	35129
192	+	1749	36135	34386
193	-	2823487	2789308	34179
250	+	2943775	2978170	34395
282	+	2887133	2921589	34456
--------------------------------------------------------------------------------
Block #280
Seq_id	Strand	Start	End	Length
169	+	1317741	1318256	515
169	+	3162255	3162770	515
174	+	1247652	1248167	515
174	+	2998271	2998786	515
192	+	36159	36675	516
193	-	697271	696756	515
193	-	2789288	2788773	515
250	-	1556861	1556346	515
250	+	2978190	2978705	515
282	-	1485475	1484960	515
282	+	2921609	2922124	515
--------------------------------------------------------------------------------
Block #281
Seq_id	Strand	Start	End	Length
169	+	1318256	1318925	669
169	+	3162770	3163430	660
174	+	1248167	1248836	669
174	+	2998786	2999446	660
192	+	36675	37347	672
193	-	1191056	1190396	660
193	-	2788773	2788104	669
250	-	1556346	1555686	660
250	+	2978705	2979374	669
282	-	1484960	1484300	660
282	+	2922124	2922793	669
--------------------------------------------------------------------------------
Block #282
Seq_id	Strand	Start	End	Length
169	+	1318974	1351268	32294
174	+	1248885	1281192	32307
192	+	37398	69693	32295
193	-	2788055	2753817	34238
250	+	2979423	3011562	32139
282	+	2922842	2954979	32137
--------------------------------------------------------------------------------
Block #283
Seq_id	Strand	Start	End	Length
169	+	1351646	1364058	12412
174	+	1281570	1293982	12412
193	-	2753439	2741027	12412
250	+	3011940	3024352	12412
268	+	29577	41989	12412
282	+	2955357	2967769	12412
--------------------------------------------------------------------------------
Block #284
Seq_id	Strand	Start	End	Length
169	+	1376919	1377566	647
174	+	1306811	1307458	647
193	+	2669698	2670345	647
250	+	3037179	3037826	647
282	+	2980596	2981243	647
306	+	0	647	647
--------------------------------------------------------------------------------
Block #285
Seq_id	Strand	Start	End	Length
169	+	1377566	1378589	1023
174	+	1307458	1308481	1023
193	+	2671668	2672691	1023
250	+	3037826	3038849	1023
282	+	2981243	2982266	1023
306	+	647	1670	1023
--------------------------------------------------------------------------------
Block #286
Seq_id	Strand	Start	End	Length
169	+	1378595	1407879	29284
174	+	1308487	1337778	29291
193	+	2672697	2701996	29299
250	+	3038855	3068175	29320
282	+	2983586	3012964	29378
306	+	1676	30972	29296
--------------------------------------------------------------------------------
Block #287
Seq_id	Strand	Start	End	Length
169	+	1431111	1432861	1750
174	+	1361012	1362762	1750
193	+	2725225	2726975	1750
250	+	3091410	3093160	1750
259	+	0	1750	1750
282	+	3036181	3037931	1750
--------------------------------------------------------------------------------
Block #288
Seq_id	Strand	Start	End	Length
169	+	1462347	1462962	615
169	-	3849465	3848853	612
169	+	4227465	4228080	615
174	-	312332	311717	615
174	+	682621	683233	612
174	+	1392248	1392863	615
184	+	14367	15070	703
193	+	1238632	1239247	615
193	-	2639460	2638845	615
193	-	3420365	3419753	612
193	+	3928524	3929139	615
250	-	31345	30730	615
250	+	825303	825915	612
250	+	1374885	1375500	615
250	+	3124606	3125221	615
282	-	31346	30731	615
282	+	773758	774370	612
282	-	3256598	3255983	615
--------------------------------------------------------------------------------
Block #289
Seq_id	Strand	Start	End	Length
169	+	1465362	1465940	578
174	+	1395263	1395841	578
193	-	2636445	2635867	578
250	+	3127621	3128199	578
282	-	3253583	3253005	578
332	+	0	578	578
--------------------------------------------------------------------------------
Block #290
Seq_id	Strand	Start	End	Length
169	+	1468231	1477586	9355
174	+	1398129	1407472	9343
193	-	2635538	2626225	9313
250	+	3128528	3137856	9328
282	-	3252676	3243348	9328
332	+	907	10235	9328
--------------------------------------------------------------------------------
Block #291
Seq_id	Strand	Start	End	Length
169	+	1477594	1482034	4440
174	+	1407480	1411920	4440
193	-	2626217	2621777	4440
250	+	3138574	3143014	4440
282	-	3242630	3238190	4440
332	+	10243	14683	4440
--------------------------------------------------------------------------------
Block #292
Seq_id	Strand	Start	End	Length
169	+	1516624	1517508	884
169	-	4109015	4108133	882
170	+	28878	29763	885
174	+	428790	429672	882
174	+	1446544	1447428	884
193	-	2586951	2586086	865
193	+	4587824	4588706	882
250	+	563081	563963	882
250	+	3177784	3178668	884
282	+	509587	510469	882
282	-	3203402	3202518	884
--------------------------------------------------------------------------------
Block #293
Seq_id	Strand	Start	End	Length
169	+	1522712	1533162	10450
174	+	1452632	1463082	10450
193	-	2580882	2570432	10450
250	+	3183872	3194322	10450
271	+	0	10450	10450
282	-	3197314	3186884	10430
--------------------------------------------------------------------------------
Block #294
Seq_id	Strand	Start	End	Length
169	+	1533168	1536186	3018
169	+	1536281	1539314	3033
174	+	1463088	1466106	3018
174	+	1466201	1469234	3033
193	-	2567313	2564280	3033
193	-	2570426	2567408	3018
250	+	3194328	3197346	3018
250	+	3197441	3200474	3033
271	+	10459	13837	3378
282	-	3183765	3180732	3033
282	-	3186878	3183860	3018
--------------------------------------------------------------------------------
Block #295
Seq_id	Strand	Start	End	Length
169	+	1539318	1544785	5467
174	+	1469238	1474706	5468
193	-	2564276	2558808	5468
250	+	3200478	3205946	5468
271	+	13934	19402	5468
282	-	3180728	3175260	5468
--------------------------------------------------------------------------------
Block #296
Seq_id	Strand	Start	End	Length
169	+	1561110	1563562	2452
174	+	1491032	1493484	2452
193	-	2540524	2538072	2452
